Name,Service,Location,Zip Code,Phone Number,Website,Notes,Families?,Young Children?,Seniors?,At Risk Health Groups?,Low Income?,Frontline Healthcare Workers?,Language
MIDTOWN KITCHEN LLC,Sidewalk Cafe,NEW YORK,10022,2122191193,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
WELCOME PARKING LLC,Garage and Parking Lot,NEW YORK,10022,646-476-2959,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"ADAMS, DAWUD",General Vendor,BRONX,10452,8628677239,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
LUCKY CLEANERS 5512 INC,Laundries,BROOKLYN,11218,718-438-7806,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"DiMARI CONSTRUCTION, INC.",Home Improvement Contractor,BROOKLYN,11214,718 236-5894,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
LUPOURZA INC,Electronics Store,JACKSON HEIGHTS,11372,9292356822,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
MR ALEX & SAM EXPRESS CORP,Electronic Cigarette Dealer,NEW YORK,10014,212-989-6350,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"Taschereau, Joseph",Tow Truck Driver,Richmond Hill,11418,3476668640,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
TYOS LLC,Garage and Parking Lot,BRONX,10452,2126652160,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"HOLLANDER, ANDREW",Locksmith,BAYSIDE,11361,7184232734,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
CANDY & NEWSSTAND INC.,Electronic Cigarette Dealer,ELMHURST,11373,9293956527,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
AMAN CATTRY ENTERPRISES INC,Electronic Cigarette Dealer,JAMAICA,11434,5162325250,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MAZHAR, IMRAN",Tow Truck Driver,BROOKLYN,11229,7182001952,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SCHOER, CHRISTOPHER",Tow Truck Driver,STATEN ISLAND,10305,7187303312,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
C & H WONDER LAUNDROMAT INC.,Laundries,STATEN ISLAND,10314,7187614230,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"LIC NEWSPAPER STORE, INC",Electronic Cigarette Dealer,LONG ISLAND CITY,11101,7184828776,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"LESLIE, KENNETH",General Vendor,BRONX,10462,7188239745,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
DELANCEY'S LUDLOW LLC,Electronic Cigarette Dealer,NEW YORK,10002,646-502-5424,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
VNY MIDTOWN LLC,Electronic Cigarette Dealer,NEW YORK,10018,5163990606,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"R.N.S., INC.",Electronic Cigarette Dealer,NEW YORK,10019,646-484-5311,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SENA, WILMA J.",General Vendor,BRONX,10468,7187335718,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
PROSPECT PARK FOOD CORP.,Electronic Cigarette Dealer,BROOKLYN,11218,718-854-6983,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
QUEENS FINEST AUTO BODY INC.,Tow Truck Company,QUEENS VILLAGE,11428,7186570044,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
Ryan Mapes,Home Improvement Contractor,YONKERS,10703,2128580103,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"KONE, MAMADOU",General Vendor,NEW YORK,10026,646-764-1130,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"AHMED, SYED ASAD & AHMAD, SALMA",Electronic Cigarette Dealer,NEW YORK,10036,212-564-1385,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
PURVES CLEANERS INC.,Laundries,LONG ISLAND CITY,11101,2014004742,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
2ND AVE FRESH FOOD CORNER INC.,Electronic Cigarette Dealer,NEW YORK,10065,917-4071084,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"NG, CASEY",General Vendor,STATEN ISLAND,10304,7182735878,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"GRIFFIN, JOHN",Tow Truck Driver,BROOKLYN,11206,6463316235,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"TIMMINS, CHRISTOPHER",Tow Truck Driver,STATEN ISLAND,10314,9178319839,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"OLIVER, SAMUEL C.",General Vendor,BROOKLYN,11215,6469642070,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"KILICKAYA, OMER",Pedicab Driver,EWING,8618,9176694227,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"ALFREDO CALVI & SON CO., INC.",Home Improvement Contractor,YONKERS,10704,9144234008,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
IVORY CLEANERS ON 2ND AVE INC,Laundries,NEW YORK,10028,6465492200,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
B&B MINIMARKET INC.,Electronic Cigarette Dealer,BROOKLYN,11235,718-743-1287,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
M & S MINI MARKET CORP,Electronic Cigarette Dealer,BROOKLYN,11209,7182387561,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
ShivShaktee Inc,Electronic Cigarette Dealer,RIDGEWOOD,11385,7187491213,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
VICTORY CONVENIENCE 1 CORP,Electronic Cigarette Dealer,STATEN ISLAND,10314,718-442-4022,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
260 MARC VALET INC.,Laundries,NEW YORK,10016,6462013130,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
CYAN SOLUTIONS LLC,Laundries,BRONX,10461,347-323-7643,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"THREE KINGS OF KINGS COUNTY, LLC",Sidewalk Cafe,BROOKLYN,11215,3479160031,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SHERMAN GOURMET DELI INC,Electronic Cigarette Dealer,NEW YORK,10040,347-208-3823,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
300 8TH AVENUE FOOD CORP.,Electronic Cigarette Dealer,NEW YORK,10001,917-922-3734,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"FILAKOURIS, NIKOLAOS",Tow Truck Driver,BAYSIDE,11360,7186310240,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"NITOLLANO, BATAAN",General Vendor,BRONX,10473,9143094468,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"DIXON, YOLANDA",General Vendor,FAR ROCKAWAY,11691,718-593-5587,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"PC4WEST, INC.",Electronic Cigarette Dealer,NEW YORK,10011,212-242-0204,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"TIP TOP CONTRACTORS, INC.",Home Improvement Contractor,BETHPAGE,11714,5167352775,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SIRCO HVAC INC,Home Improvement Contractor,BROOKLYN,11219,3472192797,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"AHMED, MOSTAQUE",Electronic Cigarette Dealer,NEW YORK,10075,718-672-2015,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"NIANE, ABDOU",General Vendor,NEW YORK,10026,2128651948,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
DAI HACHI SUSHI CORPORATION,Sidewalk Cafe,LONG ISLAND CITY,11101,7182556260,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"ABDOURAHMANE, SENE",General Vendor,NEW YORK,10029,2129874917,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
PATTI CONSTRUCTION CORP,Home Improvement Contractor,FLORAL PARK,11001,7183470516,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
PROMISE CLEANERS V INC,Laundries,BAYSIDE HILLS,11364,7182251600,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
JANNAH WIRELESS INC,Electronics Store,BRONX,10458,3475930088,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
A & Y GROCERY INC,Electronic Cigarette Dealer,BRONX,10467,9143186153,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"KABBA, MUSA",General Vendor,BRONX,10456,3475912024,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MAROTTA, ANTHONY",Home Improvement Contractor,STATEN ISLAND,10314,718-494-4994,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
GREENPOINT VAPE & TOBACCO SHOP INC,Electronic Cigarette Dealer,BROOKLYN,11222,3479812107,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
TECHNOLOGY AUTOMOTIVE INC.,Tow Truck Company,BRONX,10451,347-251-3077,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
BARAA DELI AND GROCERY INC,Electronic Cigarette Dealer,NEW YORK,10034,718-844-6148,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
IRON FIST CONSTRUCTION CORP,Home Improvement Contractor,BRONX,10466,6463541645,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"RODRIGUEZ, MIGUEL",Locksmith,BROOKLYN,11221,9173735449,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
XI YANG YANG EMPLOYMENT AGENCY INC,Employment Agency,FLUSHING,11355,6315308999,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
ART CONSTRUCTION USA INC,Home Improvement Contractor,BROOKLYN,11208,347 881-1983,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"LANDIA, CHUNG TSIN",General Vendor,JACKSON HEIGHTS,11372,917-681-5077,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
75 TOWING INC.,Tow Truck Company,STATEN ISLAND,10304,7184480444,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
549 GROCERY INC,Electronic Cigarette Dealer,BRONX,10455,347-612-2712,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"LOPEZ, JASON I",Tow Truck Driver,BROOKLYN,11219,6462460154,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
BAYVIEW LAUNDROMAT INC.,Laundries,STATEN ISLAND,10304,7184471399,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SHARDA FOOD INC.,Electronic Cigarette Dealer,LONG ISLAND CITY,11101,718-784-7963,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"DIENG, ABDOU",General Vendor,BRONX,10458,9178604337,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
RSAAA GIFT LLC,Electronic Cigarette Dealer,BROOKLYN,11209,908-501-9227,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
J. H. E. N. Y. CORP.,Employment Agency,WOODSIDE,11377,7182051050,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
GARETH A. LAWRENCE,Home Improvement Contractor,BRONX,10466,646 533-5023,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
M & S DELI OF S.I. INC,Electronic Cigarette Dealer,STATEN ISLAND,10302,718-442-3190,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"PROPARK AMERICA NEW YORK, LLC",Parking Lot,BRONX,10463,3475060477,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"ALSAIDI, ALI",Electronic Cigarette Dealer,NEW YORK,10128,929-240-7049,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"LEONE, LAWRENCE",Tow Truck Driver,JAMAICA,11434,347-848-2840360,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"RAJAN, MANOJ",Electronic Cigarette Dealer,NEW YORK,10006,201-993-6688,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
ALLY'S SMOKES AND MAGAZINES INC,Electronic Cigarette Dealer,NEW YORK,10001,212-804-6273,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MORAN, EDWIN A",Tow Truck Driver,JAMAICA,11434,9172139886,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"ARP NEWS, INC.",Electronic Cigarette Dealer,FLUSHING,11354,718-902-1118,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"PERFECTO, LUIS A",General Vendor,BROOKLYN,11237,9172609829,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
HG1 CONTRACTING LLC,Home Improvement Contractor,YONKERS,10701,9175957954,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CORTES, OSCAR",Tow Truck Driver,MIDDLE VLG,11379,3476759162,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
A & E CONVENIENCE CORP.,Electronic Cigarette Dealer,BROOKLYN,11229,718-648-7762,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MARTUCCI, ERICA",Tow Truck Driver,BRONXVILLE,10708,9147386709,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
BEST LUCK BNY LAUNDRY INC.,Laundries,NEW YORK,10009,2125332542,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"FIRST RESOURCES, INC.",Employment Agency,FOREST HILLS,11375,7185750615,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
PAGE VAPOR INC,Electronic Cigarette Dealer,STATEN ISLAND,10309,718-717-6884,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"RIVERA, LILA",Tow Truck Driver,STATEN ISLAND,10306,718986-7436,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
FINEST GOURMET CORP,Electronic Cigarette Dealer,JAMAICA,11435,917-300-5600,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
REDI-CONSTRUCTION INC.,Home Improvement Contractor,NEW YORK,10013,6466494541,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"Globe Fence & Railings, Inc.",Home Improvement Contractor,NEW ROCHELLE,10801,9145767100,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"RAMOS, IAN",Tow Truck Driver,STATEN ISLAND,10301,3472081946,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SELKRIDGE, TERRENCE",Locksmith,BRONX,10473,9173283527,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MEHTA, JYOTI",Electronic Cigarette Dealer,NEW YORK,10019,3473465642,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
ECIG WAREHOUSE INC,Electronic Cigarette Dealer,NEW YORK,10003,9177560156,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MEHTA, NALIN R",Electronic Cigarette Dealer,NEW YORK,10018,718-379-1026,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
BURGEROLOGY ASTORIA LLC,Sidewalk Cafe,ASTORIA,11105,9177450350,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
STARBUCKS CORPORATION,Sidewalk Cafe,NEW YORK,10003,2126131280,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"Nugent, Christopher",Tow Truck Driver,New York,10029,6463730571,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
TRI STATE MARBLE & TILE CONTRACTORS CORP.,Home Improvement Contractor,YONKERS,10701,9143771100,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
JIE'S LAUNDROMAT INC.,Laundries,WHITESTONE,11357,7189288271,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SIDIQ CONSTRUCTION CORP.,Home Improvement Contractor,WEST HEMPSTEAD,11552,5165656499,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SAGDULLAEV, BEKZOD",Pedicab Driver,BROOKLYN,11229,347-549-3836,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SMITH, DAMIAN",General Vendor,JAMAICA,11434,9179430920,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SRR CONVENIENCE INC.,Electronic Cigarette Dealer,BROOKLYN,11223,718-236-7483,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
WEBSTER AV PETROLEUM LLC.,Electronic Cigarette Dealer,BRONX,10467,718-851-7841,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
DCNY HOME IMPROVEMENT INC,Home Improvement Contractor,FRANKLIN SQUARE,11010,9173022000,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
FC NEWLAND GENERAL CONTRACTING INC,Home Improvement Contractor,STATEN ISLAND,10306,212-470-7875,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"KIM'S BRIARWOOD CLEANER, INC.",Laundries,JAMAICA,11435,646-279-3646,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"HAMILTON GAS & CONVENIENCE, INC.",Electronic Cigarette Dealer,BROOKLYN,11231,347-834-2769,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
MILLENNIUM MOON LIGHT DELI & GROCERY INC,Electronic Cigarette Dealer,GLENDALE,11385,929-397-0085,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"GEE BANKS, JOYCE D",General Vendor,BRONX,10468,347-701-6420,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
Fahad Ansari,Electronics Store,NEW YORK,10026,6304802224,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
QUEEN BEAR LLC,Sidewalk Cafe,BROOKLYN,11211,2127772017,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
FRESH CITY DELI AND GROCERY CORP.,Electronic Cigarette Dealer,BROOKLYN,11221,347-605-7006,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
E. 10TH ST FINEST DELI & GRILL CORP,Electronic Cigarette Dealer,NEW YORK,10009,9172512269,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
MCCARREN NATURAL GROCERY & FOODS CORP.,Electronic Cigarette Dealer,BROOKLYN,11222,718-384-2870,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
